Ryutaro Umeno,Hanshin Tigers,1,img/htume.png
Ryutaro Umeno,Hanshin Tigers,2,img/htume2.png
Ryutaro Umeno,Hanshin Tigers,3,img/htume3.png
Ryutaro Umeno,Hanshin Tigers,4,img/htume4.png
Masashi Ito,Hanshin Tigers,1,img/itomasa.png
Masashi Ito,Hanshin Tigers,2,img/itomasa2.png
Masashi Ito,Hanshin Tigers,3,img/itomasa3.png
Masashi Ito,Hanshin Tigers,4,img/itomasa4.png
Shota Morishita,Hanshin Tigers,1,img/godM.png
Shota Morishita,Hanshin Tigers,2,img/godM2.png
Shota Morishita,Hanshin Tigers,3,img/godM3.png
Shota Morishita,Hanshin Tigers,4,img/godM4.png
Hiroto Saiki,Hanshin Tigers,1,img/godS.png
Hiroto Saiki,Hanshin Tigers,2,img/godS2.png
Hiroto Saiki,Hanshin Tigers,3,img/godS3.png
Hiroto Saiki,Hanshin Tigers,4,img/godS4.png
Yusuke Ohyama,Hanshin Tigers,1,img/ohyama.png
Yusuke Ohyama,Hanshin Tigers,2,img/ohyama2.png
Yusuke Ohyama,Hanshin Tigers,3,img/ohyama3.png
Yusuke Ohyama,Hanshin Tigers,4,img/ohyama4.png
Teruaki Sato,Hanshin Tigers,1,img/satoteru.png
Teruaki Sato,Hanshin Tigers,2,img/satoteru2.png
Teruaki Sato,Hanshin Tigers,3,img/satoteru3.png
Teruaki Sato,Hanshin Tigers,4,img/satoteru4.png
Shosei Togo,Yomiuri Giants,1,img/aceT.png
Shosei Togo,Yomiuri Giants,2,img/aceT2.png
Shosei Togo,Yomiuri Giants,3,img/aceT3.png
Shosei Togo,Yomiuri Giants,4,img/aceT4.png
Shogo Asano,Yomiuri Giants,1,img/notveteran.png
Shogo Asano,Yomiuri Giants,2,img/notveteran2.png
Shogo Asano,Yomiuri Giants,3,img/notveteran3.png
Shogo Asano,Yomiuri Giants,4,img/notveteran4.png
Tomoyuki Sugano,Yomiuri Giants,1,img/aceS.png
Tomoyuki Sugano,Yomiuri Giants,2,img/aceS2.png
Tomoyuki Sugano,Yomiuri Giants,3,img/aceS3.png
Tomoyuki Sugano,Yomiuri Giants,4,img/aceS4.png
Kazuma Okamoto,Yomiuri Giants,1,img/wakadaisho.png
Kazuma Okamoto,Yomiuri Giants,2,img/wakadaisho2.png
Kazuma Okamoto,Yomiuri Giants,3,img/wakadaisho3.png
Kazuma Okamoto,Yomiuri Giants,4,img/wakadaisho4.png
Hayato Sakamoto,Yomiuri Giants,1,img/sakamotoH.png
Hayato Sakamoto,Yomiuri Giants,2,img/sakamotoH2.png
Hayato Sakamoto,Yomiuri Giants,3,img/sakamotoH3.png
Hayato Sakamoto,Yomiuri Giants,4,img/sakamotoH4.png
Taisei Ota,Yomiuri Giants,1,img/maika.png
Taisei Ota,Yomiuri Giants,2,img/maika2.png
Taisei Ota,Yomiuri Giants,3,img/maika3.png
Taisei Ota,Yomiuri Giants,4,img/maika4.png
Tyler Austin,DeNA Baystars,1,img/aust.png
Tyler Austin,DeNA Baystars,2,img/aust2.png
Tyler Austin,DeNA Baystars,3,img/aust3.png
Tyler Austin,DeNA Baystars,4,img/aust4.png
Katsuki Azuma,DeNA Baystars,1,img/azm.png
Katsuki Azuma,DeNA Baystars,2,img/azm2.png
Katsuki Azuma,DeNA Baystars,3,img/azm3.png
Katsuki Azuma,DeNA Baystars,4,img/azm4.png
Masayuki Kuwahara,DeNA Baystars,1,img/kwhr.png
Masayuki Kuwahara,DeNA Baystars,2,img/kwhr2.png
Masayuki Kuwahara,DeNA Baystars,3,img/kwhr3.png
Masayuki Kuwahara,DeNA Baystars,4,img/kwhr4.png
Toshiro Miyazaki,DeNA Baystars,1,img/pooh.png
Toshiro Miyazaki,DeNA Baystars,2,img/pooh2.png
Toshiro Miyazaki,DeNA Baystars,3,img/pooh3.png
Toshiro Miyazaki,DeNA Baystars,4,img/pooh4.png
Ryuki Watarai,DeNA Baystars,1,img/wtri.png
Ryuki Watarai,DeNA Baystars,2,img/wtri2.png
Ryuki Watarai,DeNA Baystars,3,img/wtri3.png
Ryuki Watarai,DeNA Baystars,4,img/wtri4.png
Shugo Maki,DeNA Baystars,1,img/mksg.png
Shugo Maki,DeNA Baystars,2,img/mksg2.png
Shugo Maki,DeNA Baystars,3,img/mksg3.png
Shugo Maki,DeNA Baystars,4,img/mksg4.png
Masato Morishita,Hiroshima Carp,1,img/masato.png
Masato Morishita,Hiroshima Carp,2,img/masato2.png
Masato Morishita,Hiroshima Carp,3,img/masato3.png
Masato Morishita,Hiroshima Carp,4,img/masato4.png
Hiroki Tokoda,Hiroshima Carp,1,img/palmer.png
Hiroki Tokoda,Hiroshima Carp,2,img/palmer2.png
Hiroki Tokoda,Hiroshima Carp,3,img/palmer3.png
Hiroki Tokoda,Hiroshima Carp,4,img/palmer4.png
Ryoji Kuribayashi,Hiroshima Carp,1,img/krbys.png
Ryoji Kuribayashi,Hiroshima Carp,2,img/krbys2.png
Ryoji Kuribayashi,Hiroshima Carp,3,img/krbys3.png
Ryoji Kuribayashi,Hiroshima Carp,4,img/krbys4.png
Daichi Ohsera,Hiroshima Carp,1,img/daichi.png
Daichi Ohsera,Hiroshima Carp,2,img/daichi2.png
Daichi Ohsera,Hiroshima Carp,3,img/daichi3.png
Daichi Ohsera,Hiroshima Carp,4,img/daichi4.png
Masaya Yano,Hiroshima Carp,1,img/GGSS.png
Masaya Yano,Hiroshima Carp,2,img/GGSS2.png
Masaya Yano,Hiroshima Carp,3,img/GGSS3.png
Masaya Yano,Hiroshima Carp,4,img/GGSS4.png
Ryosuke Kikuchi,Hiroshima Carp,1,img/ninja.png
Ryosuke Kikuchi,Hiroshima Carp,2,img/ninja2.png
Ryosuke Kikuchi,Hiroshima Carp,3,img/ninja3.png
Ryosuke Kikuchi,Hiroshima Carp,4,img/ninja4.png
Norichika Aoki,Yakult Swallows,1,img/farewell.png
Norichika Aoki,Yakult Swallows,2,img/farewell2.png
Norichika Aoki,Yakult Swallows,3,img/farewell3.png
Norichika Aoki,Yakult Swallows,4,img/farewell4.png
Munetaka Murakami,Yakult Swallows,1,img/mrkm.png
Munetaka Murakami,Yakult Swallows,2,img/mrkm2.png
Munetaka Murakami,Yakult Swallows,3,img/mrkm3.png
Munetaka Murakami,Yakult Swallows,4,img/mrkm4.png
Hideki Nagaoka,Yakult Swallows,1,img/ngok.png
Hideki Nagaoka,Yakult Swallows,2,img/ngok2.png
Hideki Nagaoka,Yakult Swallows,3,img/ngok3.png
Hideki Nagaoka,Yakult Swallows,4,img/ngok4.png
Jose Osuna,Yakult Swallows,1,img/jose.png
Jose Osuna,Yakult Swallows,2,img/jose2.png
Jose Osuna,Yakult Swallows,3,img/jose3.png
Jose Osuna,Yakult Swallows,4,img/jose4.png
Domingo Santana,Yakult Swallows,1,img/domingo.png
Domingo Santana,Yakult Swallows,2,img/domingo2.png
Domingo Santana,Yakult Swallows,3,img/domingo3.png
Domingo Santana,Yakult Swallows,4,img/domingo4.png
Tetsuto Yamada,Yakult Swallows,1,img/dayama.png
Tetsuto Yamada,Yakult Swallows,2,img/dayama2.png
Tetsuto Yamada,Yakult Swallows,3,img/dayama3.png
Tetsuto Yamada,Yakult Swallows,4,img/dayama4.png
Hiroto Takahashi,Chunichi Dragons,1,img/ERA.png
Hiroto Takahashi,Chunichi Dragons,2,img/ERA2.png
Hiroto Takahashi,Chunichi Dragons,3,img/ERA3.png
Hiroto Takahashi,Chunichi Dragons,4,img/ERA4.png
Raidel Martinez,Chunichi Dragons,1,img/raimar.png
Raidel Martinez,Chunichi Dragons,2,img/raimar2.png
Raidel Martinez,Chunichi Dragons,3,img/raimar3.png
Raidel Martinez,Chunichi Dragons,4,img/raimar4.png
Shinya Matsuyama,Chunichi Dragons,1,img/mtym.png
Shinya Matsuyama,Chunichi Dragons,2,img/mtym2.png
Shinya Matsuyama,Chunichi Dragons,3,img/mtym3.png
Shinya Matsuyama,Chunichi Dragons,4,img/mtym4.png
Seiya Hosokawa,Chunichi Dragons,1,img/hskw.png
Seiya Hosokawa,Chunichi Dragons,2,img/hskw2.png
Seiya Hosokawa,Chunichi Dragons,3,img/hskw3.png
Seiya Hosokawa,Chunichi Dragons,4,img/hskw4.png
Takaya Ishikawa,Chunichi Dragons,1,img/tky.png
Takaya Ishikawa,Chunichi Dragons,2,img/tky2.png
Takaya Ishikawa,Chunichi Dragons,3,img/tky3.png
Takaya Ishikawa,Chunichi Dragons,4,img/tky4.png
Kazuyoshi Tatsunami,Chunichi Dragons,1,img/tatsu.png
Kazuyoshi Tatsunami,Chunichi Dragons,2,img/tatsu2.png
Kazuyoshi Tatsunami,Chunichi Dragons,3,img/tatsu3.png
Kazuyoshi Tatsunami,Chunichi Dragons,4,img/tatsu4.png